county,state_name,month,days_of_rain,lowCelsius
Wilkes,North Carolina,February,7,2
Wilkes,North Carolina,March,9,6
Wilkes,North Carolina,April,8,11
Wilkes,North Carolina,septiembre,7,17
Wilkes,North Carolina,October,6,12
Wilkes,North Carolina,November,7,7
Wilkes,North Carolina,December,8,3
Wilson,North Carolina,May,8,14
Wilson,North Carolina,June,7,18
Wilson,North Carolina,July,9,21
Wilson,North Carolina,August,7,20
Wilson,North Carolina,January,8,-1
Wilson,North Carolina,February,7,0
Wilson,North Carolina,March,8,4
Wilson,North Carolina,April,7,9
Wilson,North Carolina,septiembre,7,17
Wilson,North Carolina,October,5,10
Wilson,North Carolina,November,6,4
Wilson,North Carolina,December,7,1
Burleigh,North Dakota,May,7,6
Burleigh,North Dakota,June,8,12
Burleigh,North Dakota,July,6,14
Burleigh,North Dakota,August,5,13
Burleigh,North Dakota,January,3,-17
Burleigh,North Dakota,February,2,-14
Burleigh,North Dakota,March,3,-8
Burleigh,North Dakota,April,4,0
Burleigh,North Dakota,septiembre,5,7
Burleigh,North Dakota,October,4,0
Burleigh,North Dakota,November,2,-7
Burleigh,North Dakota,December,3,-15
Cass,North Dakota,May,8,6
Cass,North Dakota,June,8,12
Cass,North Dakota,July,6,15
Cass,North Dakota,August,6,13
Cass,North Dakota,January,2,-18
Cass,North Dakota,February,3,-17
Cass,North Dakota,March,3,-8
Cass,North Dakota,April,4,-1
Cass,North Dakota,septiembre,5,8
Cass,North Dakota,October,5,1
Cass,North Dakota,November,3,-7
Cass,North Dakota,December,3,-15
Grand Forks,North Dakota,May,7,7
Grand Forks,North Dakota,June,8,12
Grand Forks,North Dakota,July,7,15
Grand Forks,North Dakota,August,6,14
Grand Forks,North Dakota,January,3,-18
Grand Forks,North Dakota,February,3,-15
Grand Forks,North Dakota,March,4,-8
Grand Forks,North Dakota,April,4,0
Grand Forks,North Dakota,septiembre,5,9
Grand Forks,North Dakota,October,5,2
Grand Forks,North Dakota,November,3,-6
Grand Forks,North Dakota,December,3,-14
Ward,North Dakota,May,6,5
Ward,North Dakota,June,8,11
Ward,North Dakota,July,6,13
Ward,North Dakota,August,5,12
Ward,North Dakota,January,4,-18
Ward,North Dakota,February,3,-16
Ward,North Dakota,March,4,-10
Ward,North Dakota,April,5,-2
Ward,North Dakota,septiembre,4,6
Ward,North Dakota,October,4,-1
Ward,North Dakota,November,3,-8
Ward,North Dakota,December,4,-16
Allen,Ohio,May,9,10
Allen,Ohio,June,8,16
Allen,Ohio,July,8,18
Allen,Ohio,August,7,17
Allen,Ohio,January,7,-8
Allen,Ohio,February,6,-6
Allen,Ohio,March,8,-1
Allen,Ohio,April,9,4
Allen,Ohio,septiembre,6,13
Allen,Ohio,October,7,7
Allen,Ohio,November,8,1
Allen,Ohio,December,8,-4
Ashtabula,Ohio,May,9,8
Ashtabula,Ohio,June,8,14
Ashtabula,Ohio,July,7,16
Ashtabula,Ohio,August,8,16
Ashtabula,Ohio,January,8,-8
Ashtabula,Ohio,February,7,-8
Ashtabula,Ohio,March,8,-3
Ashtabula,Ohio,April,8,3
Ashtabula,Ohio,septiembre,9,12
Ashtabula,Ohio,October,10,6
Ashtabula,Ohio,November,11,1
Ashtabula,Ohio,December,10,-4
Athens,Ohio,May,10,9
Athens,Ohio,June,9,14
Athens,Ohio,July,8,16
Athens,Ohio,August,7,15
Athens,Ohio,January,8,-7
Athens,Ohio,February,7,-5
Athens,Ohio,March,8,-2
Athens,Ohio,April,9,3
Athens,Ohio,septiembre,6,11
Athens,Ohio,October,7,4
Athens,Ohio,November,8,-1
Athens,Ohio,December,9,-5
Belmont,Ohio,May,10,9
Belmont,Ohio,June,9,14
Belmont,Ohio,July,8,17
Belmont,Ohio,August,7,16
Belmont,Ohio,January,9,-6
Belmont,Ohio,February,8,-6
Belmont,Ohio,March,9,-2
Belmont,Ohio,April,10,3
Belmont,Ohio,septiembre,6,12
Belmont,Ohio,October,7,5
Belmont,Ohio,November,8,0
Belmont,Ohio,December,9,-4
Butler,Ohio,May,9,11
Butler,Ohio,June,7,15
Butler,Ohio,July,7,17
Butler,Ohio,August,6,17
Butler,Ohio,January,7,-7
Butler,Ohio,February,5,-6
Butler,Ohio,March,9,0
Butler,Ohio,April,9,5
Butler,Ohio,septiembre,6,13
Butler,Ohio,October,7,7
Butler,Ohio,November,7,2
Butler,Ohio,December,8,-3
Clark,Ohio,May,9,10
Clark,Ohio,June,9,15
Clark,Ohio,July,7,17
Clark,Ohio,August,6,15
Clark,Ohio,January,6,-8
Clark,Ohio,February,6,-6
Clark,Ohio,March,8,-2
Clark,Ohio,April,8,3
Clark,Ohio,septiembre,6,11
Clark,Ohio,October,6,5
Clark,Ohio,November,7,0
Clark,Ohio,December,7,-4
Clermont,Ohio,May,10,9
Clermont,Ohio,June,9,15
Clermont,Ohio,July,8,17
Clermont,Ohio,August,7,16
Clermont,Ohio,January,8,-7
Clermont,Ohio,February,7,-6
Clermont,Ohio,March,9,-1
Clermont,Ohio,April,10,4
Clermont,Ohio,septiembre,7,12
Clermont,Ohio,October,7,5
Clermont,Ohio,November,9,0
Clermont,Ohio,December,8,-4
Columbiana,Ohio,May,10,8
Columbiana,Ohio,June,9,13
Columbiana,Ohio,July,9,15
Columbiana,Ohio,August,7,14
Columbiana,Ohio,January,10,-8
Columbiana,Ohio,February,8,-7
Columbiana,Ohio,March,10,-3
Columbiana,Ohio,April,9,2
Columbiana,Ohio,septiembre,8,10
Columbiana,Ohio,October,8,4
Columbiana,Ohio,November,9,0
Columbiana,Ohio,December,10,-5
Cuyahoga,Ohio,May,10,12
Cuyahoga,Ohio,June,8,17
Cuyahoga,Ohio,July,7,20
Cuyahoga,Ohio,August,7,20
Cuyahoga,Ohio,January,5,-5
Cuyahoga,Ohio,February,5,-5
Cuyahoga,Ohio,March,7,-1
Cuyahoga,Ohio,April,9,5
Cuyahoga,Ohio,septiembre,7,16
Cuyahoga,Ohio,October,9,10
Cuyahoga,Ohio,November,7,4
Cuyahoga,Ohio,December,8,-1
Delaware,Ohio,May,9,9
Delaware,Ohio,June,8,14
Delaware,Ohio,July,8,16
Delaware,Ohio,August,7,15
Delaware,Ohio,January,7,-9
Delaware,Ohio,February,6,-8
Delaware,Ohio,March,8,-2
Delaware,Ohio,April,9,3
Delaware,Ohio,septiembre,6,11
Delaware,Ohio,October,6,4
Delaware,Ohio,November,8,0
Delaware,Ohio,December,8,-5
Erie,Ohio,May,8,11
Erie,Ohio,June,7,17
Erie,Ohio,July,7,18
Erie,Ohio,August,7,17
Erie,Ohio,January,7,-6
Erie,Ohio,February,5,-5
Erie,Ohio,March,8,-1
Erie,Ohio,April,10,5
Erie,Ohio,septiembre,7,14
Erie,Ohio,October,8,8
Erie,Ohio,November,9,3
Erie,Ohio,December,8,-2
Fairfield,Ohio,May,10,10
Fairfield,Ohio,June,9,15
Fairfield,Ohio,July,8,17
Fairfield,Ohio,August,7,15
Fairfield,Ohio,January,7,-7
Fairfield,Ohio,February,8,-5
Fairfield,Ohio,March,8,-1
Fairfield,Ohio,April,10,5
Fairfield,Ohio,septiembre,7,11
Fairfield,Ohio,October,8,5
Fairfield,Ohio,November,7,0
Fairfield,Ohio,December,7,-3
Franklin,Ohio,May,10,11
Franklin,Ohio,June,9,16
Franklin,Ohio,July,8,18
Franklin,Ohio,August,7,17
Franklin,Ohio,January,6,-6
Franklin,Ohio,February,6,-5
Franklin,Ohio,March,7,0
Franklin,Ohio,April,9,5
Franklin,Ohio,septiembre,6,13
Franklin,Ohio,October,6,7
Franklin,Ohio,November,6,2
Franklin,Ohio,December,7,-3
Geauga,Ohio,May,11,7
Geauga,Ohio,June,9,12
Geauga,Ohio,July,9,15
Geauga,Ohio,August,8,14
Geauga,Ohio,January,14,-9
Geauga,Ohio,February,11,-9
Geauga,Ohio,March,11,-4
Geauga,Ohio,April,11,1
Geauga,Ohio,septiembre,9,10
Geauga,Ohio,October,11,4
Geauga,Ohio,November,12,0
Geauga,Ohio,December,14,-5
Greene,Ohio,May,8,9
Greene,Ohio,June,7,15
Greene,Ohio,July,8,17
Greene,Ohio,August,6,16
Greene,Ohio,January,7,-8
Greene,Ohio,February,6,-7
Greene,Ohio,March,8,-1
Greene,Ohio,April,9,4
Greene,Ohio,septiembre,5,11
Greene,Ohio,October,6,4
Greene,Ohio,November,7,0
Greene,Ohio,December,7,-5
Hamilton,Ohio,May,10,11
Hamilton,Ohio,June,9,16
Hamilton,Ohio,July,8,18
Hamilton,Ohio,August,7,18
Hamilton,Ohio,January,8,-5
Hamilton,Ohio,February,7,-4
Hamilton,Ohio,March,9,0
Hamilton,Ohio,April,9,6
Hamilton,Ohio,septiembre,6,13
Hamilton,Ohio,October,7,7
Hamilton,Ohio,November,8,2
Hamilton,Ohio,December,9,-3
Hancock,Ohio,May,10,10
Hancock,Ohio,June,9,15
Hancock,Ohio,July,8,17
Hancock,Ohio,August,7,16
Hancock,Ohio,January,6,-8
Hancock,Ohio,February,5,-6
Hancock,Ohio,March,8,-1
Hancock,Ohio,April,9,4
Hancock,Ohio,septiembre,7,12
Hancock,Ohio,October,7,6
Hancock,Ohio,November,7,1
Hancock,Ohio,December,7,-4
Jefferson,Ohio,May,11,10
Jefferson,Ohio,June,10,15
Jefferson,Ohio,July,9,17
Jefferson,Ohio,August,8,17
Jefferson,Ohio,January,10,-7
Jefferson,Ohio,February,8,-5
Jefferson,Ohio,March,10,-1
Jefferson,Ohio,April,10,4
Jefferson,Ohio,septiembre,7,13
Jefferson,Ohio,October,8,6
Jefferson,Ohio,November,9,1
Jefferson,Ohio,December,10,-3
Lake,Ohio,May,9,10
Lake,Ohio,June,8,15
Lake,Ohio,July,7,18
Lake,Ohio,August,7,18
Lake,Ohio,January,9,-6
Lake,Ohio,February,7,-6
Lake,Ohio,March,8,-2
Lake,Ohio,April,9,4
Lake,Ohio,septiembre,8,14
Lake,Ohio,October,10,8
Lake,Ohio,November,10,3
Lake,Ohio,December,10,-2
Licking,Ohio,May,10,9
Licking,Ohio,June,8,14
Licking,Ohio,July,9,16
Licking,Ohio,August,7,15
Licking,Ohio,January,9,-8
Licking,Ohio,February,7,-7
Licking,Ohio,March,9,-2
Licking,Ohio,April,9,3
Licking,Ohio,septiembre,6,11
Licking,Ohio,October,7,5
Licking,Ohio,November,8,0
Licking,Ohio,December,9,-5
Lorain,Ohio,May,10,10
Lorain,Ohio,June,8,15
Lorain,Ohio,July,8,17
Lorain,Ohio,August,8,17
Lorain,Ohio,January,10,-7
Lorain,Ohio,February,8,-6
Lorain,Ohio,March,9,-1
Lorain,Ohio,April,10,4
Lorain,Ohio,septiembre,8,13
Lorain,Ohio,October,9,7
Lorain,Ohio,November,10,2
Lorain,Ohio,December,10,-4
Lucas,Ohio,May,7,12
Lucas,Ohio,June,7,18
Lucas,Ohio,July,6,20
Lucas,Ohio,August,6,19
Lucas,Ohio,January,6,-5
Lucas,Ohio,February,5,-5
Lucas,Ohio,March,7,0
Lucas,Ohio,April,7,6
Lucas,Ohio,septiembre,6,15
Lucas,Ohio,October,6,9
Lucas,Ohio,November,7,3
Lucas,Ohio,December,8,-2
Mahoning,Ohio,May,11,7
Mahoning,Ohio,June,9,12
Mahoning,Ohio,July,9,14
Mahoning,Ohio,August,8,13
Mahoning,Ohio,January,7,-9
Mahoning,Ohio,February,7,-8
Mahoning,Ohio,March,8,-3
Mahoning,Ohio,April,9,1
Mahoning,Ohio,septiembre,8,10
Mahoning,Ohio,October,8,3
Mahoning,Ohio,November,9,-1
Mahoning,Ohio,December,8,-6
Marion,Ohio,May,10,9
Marion,Ohio,June,9,15
Marion,Ohio,July,8,17
Marion,Ohio,August,7,15
Marion,Ohio,January,7,-9
Marion,Ohio,February,6,-7
Marion,Ohio,March,8,-2
Marion,Ohio,April,9,3
Marion,Ohio,septiembre,7,11
Marion,Ohio,October,7,5
Marion,Ohio,November,8,0
Marion,Ohio,December,8,-5
Medina,Ohio,May,10,8
Medina,Ohio,June,9,13
Medina,Ohio,July,8,16
Medina,Ohio,August,7,15
Medina,Ohio,January,9,-8
Medina,Ohio,February,8,-8
Medina,Ohio,March,10,-3
Medina,Ohio,April,10,3
Medina,Ohio,septiembre,8,11
Medina,Ohio,October,8,5
Medina,Ohio,November,9,0
Medina,Ohio,December,10,-5
Miami,Ohio,May,9,12
Miami,Ohio,June,10,16
Miami,Ohio,July,7,18
Miami,Ohio,August,6,17
Miami,Ohio,January,8,-6
Miami,Ohio,February,6,-6
Miami,Ohio,March,9,0
Miami,Ohio,April,8,5
Miami,Ohio,septiembre,6,14
Miami,Ohio,October,8,7
Miami,Ohio,November,7,1
Miami,Ohio,December,8,-4
Montgomery,Ohio,May,9,12
Montgomery,Ohio,June,9,17
Montgomery,Ohio,July,7,19
Montgomery,Ohio,August,6,18
Montgomery,Ohio,January,8,-7
Montgomery,Ohio,February,7,-5
Montgomery,Ohio,March,8,-1
Montgomery,Ohio,April,9,5
Montgomery,Ohio,septiembre,6,13
Montgomery,Ohio,October,7,7
Montgomery,Ohio,November,7,1
Montgomery,Ohio,December,8,-4
Muskingum,Ohio,May,10,10
Muskingum,Ohio,June,9,15
Muskingum,Ohio,July,9,17
Muskingum,Ohio,August,7,16
Muskingum,Ohio,January,8,-7
Muskingum,Ohio,February,7,-5
Muskingum,Ohio,March,9,-1
Muskingum,Ohio,April,10,5
Muskingum,Ohio,septiembre,7,12
Muskingum,Ohio,October,7,6
Muskingum,Ohio,November,8,1
Muskingum,Ohio,December,9,-3
Portage,Ohio,May,10,11
Portage,Ohio,June,9,15
Portage,Ohio,July,8,17
Portage,Ohio,August,7,16
Portage,Ohio,January,10,-6
Portage,Ohio,February,8,-6
Portage,Ohio,March,9,-1
Portage,Ohio,April,10,4
Portage,Ohio,septiembre,8,13
Portage,Ohio,October,9,8
Portage,Ohio,November,9,2
Portage,Ohio,December,10,-3
Richland,Ohio,May,10,9
Richland,Ohio,June,9,15
Richland,Ohio,July,7,17
Richland,Ohio,August,8,16
Richland,Ohio,January,9,-7
Richland,Ohio,February,8,-6
Richland,Ohio,March,9,-1
Richland,Ohio,April,10,4
Richland,Ohio,septiembre,7,12
Richland,Ohio,October,7,6
Richland,Ohio,November,8,1
Richland,Ohio,December,9,-5
Ross,Ohio,May,9,10
Ross,Ohio,June,8,15
Ross,Ohio,July,8,17
Ross,Ohio,August,7,16
Ross,Ohio,January,7,-7
Ross,Ohio,February,6,-5
Ross,Ohio,March,8,-1
Ross,Ohio,April,9,4
Ross,Ohio,septiembre,6,12
Ross,Ohio,October,6,5
Ross,Ohio,November,8,1
Ross,Ohio,December,7,-4
Scioto,Ohio,May,10,11
Scioto,Ohio,June,8,16
Scioto,Ohio,July,9,18
Scioto,Ohio,August,7,17
Scioto,Ohio,January,8,-5
Scioto,Ohio,February,7,-4
Scioto,Ohio,March,9,1
Scioto,Ohio,April,9,6
Scioto,Ohio,septiembre,6,13
Scioto,Ohio,October,6,6
Scioto,Ohio,November,7,1
Scioto,Ohio,December,8,-3
Stark,Ohio,May,10,10
Stark,Ohio,June,9,14
Stark,Ohio,July,8,17
Stark,Ohio,August,7,16
Stark,Ohio,January,10,-7
Stark,Ohio,February,8,-6
Stark,Ohio,March,10,-2
Stark,Ohio,April,10,4
Stark,Ohio,septiembre,7,12
Stark,Ohio,October,8,6
Stark,Ohio,November,9,1
Stark,Ohio,December,10,-4
Summit,Ohio,May,9,11
Summit,Ohio,June,9,16
Summit,Ohio,July,7,18
Summit,Ohio,August,7,17
Summit,Ohio,January,8,-6
Summit,Ohio,February,7,-5
Summit,Ohio,March,9,-1
Summit,Ohio,April,10,5
Summit,Ohio,septiembre,7,13
Summit,Ohio,October,7,7
Summit,Ohio,November,9,2
Summit,Ohio,December,9,-3
Trumbull,Ohio,May,10,9
Trumbull,Ohio,June,9,13
Trumbull,Ohio,July,8,16
Trumbull,Ohio,August,7,15
Trumbull,Ohio,January,10,-8
Trumbull,Ohio,February,9,-7
Trumbull,Ohio,March,10,-2
Trumbull,Ohio,April,10,3
Trumbull,Ohio,septiembre,8,11
Trumbull,Ohio,October,8,6
Trumbull,Ohio,November,9,1
Trumbull,Ohio,December,11,-4
Tuscarawas,Ohio,May,11,8
Tuscarawas,Ohio,June,10,13
Tuscarawas,Ohio,July,9,15
Tuscarawas,Ohio,August,8,14
Tuscarawas,Ohio,January,9,-8
Tuscarawas,Ohio,February,7,-7
Tuscarawas,Ohio,March,9,-3
Tuscarawas,Ohio,April,10,2
Tuscarawas,Ohio,septiembre,7,10
Tuscarawas,Ohio,October,7,3
Tuscarawas,Ohio,November,8,-1
Tuscarawas,Ohio,December,9,-5
Warren,Ohio,May,9,10
Warren,Ohio,June,8,15
Warren,Ohio,July,7,17
Warren,Ohio,August,6,16
Warren,Ohio,January,7,-7
Warren,Ohio,February,6,-6
Warren,Ohio,March,8,-1
Warren,Ohio,April,9,4
Warren,Ohio,septiembre,6,12
Warren,Ohio,October,6,5
Warren,Ohio,November,8,0
Warren,Ohio,December,7,-4
Wayne,Ohio,May,10,9
Wayne,Ohio,June,9,14
Wayne,Ohio,July,8,16
Wayne,Ohio,August,7,15
Wayne,Ohio,January,8,-8
Wayne,Ohio,February,7,-7
Wayne,Ohio,March,8,-2
Wayne,Ohio,April,9,3
Wayne,Ohio,septiembre,7,11
Wayne,Ohio,October,8,5
Wayne,Ohio,November,8,0
Wayne,Ohio,December,8,-5
Wood,Ohio,May,9,9
Wood,Ohio,June,8,15
Wood,Ohio,July,7,17
Wood,Ohio,August,7,16
Wood,Ohio,January,6,-8
Wood,Ohio,February,5,-7
Wood,Ohio,March,7,-2
Wood,Ohio,April,8,3
Wood,Ohio,septiembre,6,12
Wood,Ohio,October,7,6
Wood,Ohio,November,7,0
Wood,Ohio,December,7,-5
Canadian,Oklahoma,May,7,13
Canadian,Oklahoma,June,6,19
Canadian,Oklahoma,July,4,21
Canadian,Oklahoma,August,5,20
Canadian,Oklahoma,January,2,-5
Canadian,Oklahoma,February,2,-2
Canadian,Oklahoma,March,3,3
Canadian,Oklahoma,April,6,7
Canadian,Oklahoma,septiembre,5,16
Canadian,Oklahoma,October,4,9
Canadian,Oklahoma,November,2,2
Canadian,Oklahoma,December,2,-3
Cleveland,Oklahoma,May,6,16
Cleveland,Oklahoma,June,5,21
Cleveland,Oklahoma,July,4,23
Cleveland,Oklahoma,August,4,22
Cleveland,Oklahoma,January,2,-1
Cleveland,Oklahoma,February,3,1
Cleveland,Oklahoma,March,3,6
Cleveland,Oklahoma,April,5,11
Cleveland,Oklahoma,septiembre,4,18
Cleveland,Oklahoma,October,5,12
Cleveland,Oklahoma,November,2,6
Cleveland,Oklahoma,December,2,0
Comanche,Oklahoma,May,6,16
Comanche,Oklahoma,June,5,21
Comanche,Oklahoma,July,4,23
Comanche,Oklahoma,August,4,22
Comanche,Oklahoma,January,2,-1
Comanche,Oklahoma,February,3,1
Comanche,Oklahoma,March,4,6
Comanche,Oklahoma,April,5,11
Comanche,Oklahoma,septiembre,5,18
Comanche,Oklahoma,October,4,12
Comanche,Oklahoma,November,3,5
Comanche,Oklahoma,December,3,1
Creek,Oklahoma,May,7,14
Creek,Oklahoma,June,6,19
Creek,Oklahoma,July,4,21
Creek,Oklahoma,August,4,20
Creek,Oklahoma,January,3,-3
Creek,Oklahoma,February,4,-1
Creek,Oklahoma,March,6,4
Creek,Oklahoma,April,6,9
Creek,Oklahoma,septiembre,5,16
Creek,Oklahoma,October,5,9
Creek,Oklahoma,November,4,3
Creek,Oklahoma,December,4,-2
Muskogee,Oklahoma,May,9,15
Muskogee,Oklahoma,June,7,20
Muskogee,Oklahoma,July,4,22
Muskogee,Oklahoma,August,4,21
Muskogee,Oklahoma,January,4,-3
Muskogee,Oklahoma,February,5,-1
Muskogee,Oklahoma,March,6,5
Muskogee,Oklahoma,April,7,10
Muskogee,Oklahoma,septiembre,6,17
